job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,salary_raw,salary_disclosed,skills_required,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_min_lpa,salary_max_lpa,salary_midpoint_lpa,skills_list,primary_city,is_multi_city,posted_date
1765,Computer Vision Data Scientist,Codvo,3.5,Pune,Pune,Data Scientist,4-5 Yrs,Not Disclosed,False,"Training, Computer vision, deep learning, Debugging, Programming, Deployment, Hardware, Research",Required Qualifications Experience with model optimization techniques (INT8 quantizatio...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-computer-vision-data-scientist-codvo-ai-pune-4-to-5-years-230326504976,naukri.com,2025-06-10,,,,"['Training', 'Computer Vision', 'Deep Learning', 'Debugging', 'Programming', 'Deployment', 'Hardware', 'Research']",Pune,False,2025-05-20
1766,Data Scientist,Heera Software,3.4,Pune,Pune,Data Scientist,8-13 Yrs,Not Disclosed,False,"Supply chain, deep learning, Automation, Product engineering, Retail analytics, GCP, Analytical, FMCG","Experience with FMCG, supply chain, or retail analytics will be preferredExperience wit...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-heera-software-private-limited-pune-8-to-13-years-240425503285,naukri.com,2025-06-10,,,,"['Supply Chain', 'Deep Learning', 'Automation', 'Product Engineering', 'Retail Analytics', 'GCP', 'Analytical', 'FMCG']",Pune,False,2025-05-20
1767,Data Scientist,Ltimindtree,3.6,"Pune, Chennai",Pune,Data Scientist,4-8 Yrs,Not Disclosed,False,"Generative Ai, Coding And Development, Python, Artificial Intelligence, Coding, Development, Data","NOTICE PERIOD- IMMEDIATE TO 45 DAYS OF CANDIDATES ONLY . JD below, . Must Have Experie...",2 weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-ltimindtree-pune-chennai-4-to-8-years-200526033316,naukri.com,2025-06-10,,,,"['Generative Ai', 'Coding And Development', 'Python', 'Artificial Intelligence', 'Coding', 'Development', 'Data']",Pune,True,2025-05-27
1768,Data Scientist,Bluphlux,3.6,Pune,Pune,Data Scientist,3-7 Yrs,Not Disclosed,False,"Computer science, Cloud computing, data science, Analytical, Machine learning, Programming, Natural language processing, AWS","Required Qualifications . Bachelors or Masters degree in Computer Science, Data Science...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-bluphlux-pune-3-to-7-years-241225501746,naukri.com,2025-06-10,,,,"['Computer Science', 'Cloud Computing', 'Data Science', 'Analytical', 'Machine Learning', 'Programming', 'Natural Language Processing', 'AWS']",Pune,False,2025-05-20
1769,AI Data Scientist,Westernacher Consulting,4.1,Pune,Pune,Data Scientist,3-8 Yrs,Not Disclosed,False,"Business process, Operational excellence, Business analytics, Analytical, Consulting, German, microsoft, Analytics",Westernacher Consulting is a German integrated business and IT SAP consulting company w...,3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-ai-data-scientist-westernacher-consulting-pvt-ltd-pune-3-to-8-years-160426504094,naukri.com,2025-06-10,,,,"['Business Process', 'Operational Excellence', 'Business Analytics', 'Analytical', 'Consulting', 'German', 'Microsoft', 'Analytics']",Pune,False,2025-05-20
1770,Data Scientist (C3.ai Certified),Codvo,3.5,Pune,Pune,Data Scientist,5-10 Yrs,Not Disclosed,False,"Product management, Text mining, Web services, Product innovation, Time management, Machine learning, digital strategy, Data analytics",Required Skills (Non-Technical):- . Fluent in English Communication (Spoken and verbal...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-c3-ai-certified-codvo-ai-pune-5-to-10-years-101025503058,naukri.com,2025-06-10,,,,"['Product Management', 'Text Mining', 'Web Services', 'Product Innovation', 'Time Management', 'Machine Learning', 'Digital Strategy', 'Data Analytics']",Pune,False,2025-05-20
1771,Data Scientist,Thoucentric,3.7,Hybrid - Pune,Pune,Data Scientist,3-8 Yrs,Not Disclosed,False,"forecasting, Time series, pricing/elasticity, ARIMA, XGBoost, Random Forest, Time, Data",Job Title: Data Scientist (3-8 Years Experience)Location: BangaloreAbout Us:Thoucentri...,2 weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-thoucentric-pune-3-to-8-years-210526005248,naukri.com,2025-06-10,,,,"['Forecasting', 'Time Series', 'Pricing/Elasticity', 'Arima', 'Xgboost', 'Random Forest', 'Time', 'Data']",Pune,False,2025-05-27
1772,Data Scientists,Phonologies,3.6,Pune,Pune,Data Scientist,5-10 Yrs,Not Disclosed,False,"Deployment, Monitoring, Python, Data","Candidates with 5 years of experience and proficiency in Python, scikit-learn, and tool...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientists-phonologies-india-private-limited-pune-5-to-10-years-280725500749,naukri.com,2025-06-10,,,,"['Deployment', 'Monitoring', 'Python', 'Data']",Pune,False,2025-05-20
1773,Data Scientist Data Center Intelligence,Codvo,3.5,Pune,Pune,Data Scientist,4-9 Yrs,Not Disclosed,False,"Product innovation, Failure analysis, thermal, Agile, Sensors, Forecasting, Operations, Analytics","Respect, Fairness, Growth, Agility, and Inclusiveness are the core values that we aspir...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-data-center-intelligence-codvo-ai-pune-4-to-9-years-200426501992,naukri.com,2025-06-10,,,,"['Product Innovation', 'Failure Analysis', 'Thermal', 'Agile', 'Sensors', 'Forecasting', 'Operations', 'Analytics']",Pune,False,2025-05-20
1774,Data Scientist - APM,John Crane Sealing Systems India,3.4,Pune,Pune,Data Scientist,10-15 Yrs,Not Disclosed,False,"matlab, algorithms, python, mathematics, scikit-learn, predictive analytics, dl, machine learning",Must possess at least a Bachelors degree in Electrical / Electronics Engineering and / ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-apm-john-crane-sealing-systems-india-pvt-ltd-pune-10-to-15-years-230125505550,naukri.com,2025-06-10,,,,"['Matlab', 'Algorithms', 'Python', 'Mathematics', 'Scikit-Learn', 'Predictive Analytics', 'Dl', 'Machine Learning']",Pune,False,2025-05-20
1775,Data Scientist,Mobile Programming,2.9,Pune,Pune,Data Scientist,8-13 Yrs,Not Disclosed,False,"Computer science, Computer vision, Automation, Data analysis, Analytical, Machine learning, data visualization, Analytics","Qualifications: Bachelor s or Master s degree in Computer Science, Data Science, Statis...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-mobileprogramming-pune-8-to-13-years-180526503722,naukri.com,2025-06-10,,,,"['Computer Science', 'Computer Vision', 'Automation', 'Data Analysis', 'Analytical', 'Machine Learning', 'Data Visualization', 'Analytics']",Pune,False,2025-05-20
1776,Data Scientist,Entytle,2.9,Pune,Pune,Data Scientist,5-10 Yrs,Not Disclosed,False,"Computer science, Product management, Cloud computing, Data analysis, Operations research, PDF, Analytical, Machine learning",Work with customers as needed to understand their business challenges and propose new...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-entytle-iinc-pune-5-to-10-years-270825503011,naukri.com,2025-06-10,,,,"['Computer Science', 'Product Management', 'Cloud Computing', 'Data Analysis', 'Operations Research', 'PDF', 'Analytical', 'Machine Learning']",Pune,False,2025-05-20
1777,Data Scientist,Coditation Systems,4.4,Pune,Pune,Data Scientist,7-12 Yrs,Not Disclosed,False,"GCP, Machine learning, Data processing, Predictive modeling, Data quality, Business intelligence, Project delivery, Forecasting",. 7+ years of experience in Data data science . Experience in developing chatbots or au...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-coditation-systems-pune-7-to-12-years-050326501068,naukri.com,2025-06-10,,,,"['GCP', 'Machine Learning', 'Data Processing', 'Predictive Modeling', 'Data Quality', 'Business Intelligence', 'Project Delivery', 'Forecasting']",Pune,False,2025-05-20
1778,Data Scientist,Modulr,3.8,Pune,Pune,Data Scientist,3-6 Yrs,25-38 Lacs PA,True,"Streamlit, Pytorch, Tensorflow, Lagsmith, Pyspark, DL, Rag, Scikit-Learn","Conduct exploratory data analysis (EDA) to identify trends, patterns, and insights in t...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-modulr-pune-3-to-6-years-150526019068,naukri.com,2025-06-10,25.0,38.0,31.5,"['Streamlit', 'Pytorch', 'Tensorflow', 'Lagsmith', 'Pyspark', 'DL', 'Rag', 'Scikit-Learn']",Pune,False,2025-05-20
1779,data scientist,CN Solutions,4.6,Pune,Pune,Data Scientist,4-6 Yrs,Not Disclosed,False,"sql, data science, pytorch, machine learning algorithms, aws, algorithms, python, natural language processing","Candidates need to be screened on ""ML ops with recommendation engine experience, ETL, w...",2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-cn-solutions-pune-4-to-6-years-220526918360,naukri.com,2025-06-10,,,,"['SQL', 'Data Science', 'Pytorch', 'Machine Learning Algorithms', 'AWS', 'Algorithms', 'Python', 'Natural Language Processing']",Pune,False,2025-05-27
1780,Data Scientists,Deeptek,3.4,Pune,Pune,Data Scientist,3-7 Yrs,Not Disclosed,False,"Computer vision, Medical imaging, Linux, data science, Neural networks, Machine learning, Programming, Manager Technology",Experience:Multiple open positions for candidates between 0 and 5 years of experienceEd...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientists-deeptek-pune-3-to-7-years-160922502456,naukri.com,2025-06-10,,,,"['Computer Vision', 'Medical Imaging', 'Linux', 'Data Science', 'Neural Networks', 'Machine Learning', 'Programming', 'Manager Technology']",Pune,False,2025-05-20
1781,Geospatial Data Scientist,Giskernel Technologies,3.6,Pune,Pune,Data Scientist,1-5 Yrs,Not Disclosed,False,Geospatial Data Scientist,GISKernel Technologies LLP is looking for Geospatial Data Scientist to join our dynamic...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-geospatial-data-scientist-giskernel-technologies-llp-pune-1-to-5-years-220524501237,naukri.com,2025-06-10,,,,['Geospatial Data Scientist'],Pune,False,2025-05-20
1782,Data Scientist (Audio/Speech),Sciffer Analytics,3.3,Pune,Pune,Data Scientist,1-4 Yrs,Not Disclosed,False,"Computer science, ASR, C++, Electronics, Natural language processing, Research, Electricals, SQL",Graduate in Electrical / Electronics / Computer Science Engineering with specialization...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-audio-speech-sciffer-analytics-private-limited-pune-1-to-4-years-030226501702,naukri.com,2025-06-10,,,,"['Computer Science', 'ASR', 'C++', 'Electronics', 'Natural Language Processing', 'Research', 'Electricals', 'SQL']",Pune,False,2025-05-20
1783,Data Scientist,Redbixbite,5.0,Pune,Pune,Data Scientist,3-5 Yrs,Not Disclosed,False,"Training, data science, Machine learning, Data collection, Programming, Data quality, Natural language processing, data visualization",Experience with NLP data models and libraries . Good understanding of entity extraction...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-redbixbite-pvt-ltd-pune-3-to-5-years-150622500890,naukri.com,2025-06-10,,,,"['Training', 'Data Science', 'Machine Learning', 'Data Collection', 'Programming', 'Data Quality', 'Natural Language Processing', 'Data Visualization']",Pune,False,2025-05-20
1784,Data Scientist,Maxxzoom,3.1,Pune,Pune,Data Scientist,2-5 Yrs,Not Disclosed,False,"advanced analytics, Statistical analysis, Machine learning, data visualization, SQL, Python, Statistics, Analytics","Skills Required: Python, Machine Learning, Statistical Analysis, TensorFlow/PyTorch,...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-maxxzoom-india-pvt-ltd-pune-2-to-5-years-041225501185,naukri.com,2025-06-10,,,,"['Advanced Analytics', 'Statistical Analysis', 'Machine Learning', 'Data Visualization', 'SQL', 'Python', 'Statistics', 'Analytics']",Pune,False,2025-05-20
1785,Data Scientist,Kh Skill Academy,3.6,Pune,Pune,Data Scientist,2-4 Yrs,Not Disclosed,False,"Microstrategy, Business analysis, SSRS, OLAP, Unit testing, SSIS, Business intelligence, microsoft",Industry experience is preferred . Background in data warehouse design (e.gProven exper...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-kh-skill-academy-pune-2-to-4-years-131022502399,naukri.com,2025-06-10,,,,"['Microstrategy', 'Business Analysis', 'SSRS', 'OLAP', 'Unit Testing', 'SSIS', 'Business Intelligence', 'Microsoft']",Pune,False,2025-05-20
1786,Data Scientist (Computer Vision),Sciffer Analytics,3.3,Pune,Pune,Data Scientist,1-4 Yrs,Not Disclosed,False,"Computer science, Computer vision, deep learning, C++, Compliance, Programming, Electronics, Electricals",Graduate in Electrical / Electronics / Computer Science Engineering with specialization...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-computer-vision-sciffer-analytics-private-limited-pune-1-to-4-years-030226501770,naukri.com,2025-06-10,,,,"['Computer Science', 'Computer Vision', 'Deep Learning', 'C++', 'Compliance', 'Programming', 'Electronics', 'Electricals']",Pune,False,2025-05-20
1787,Data Scientist,Gforce Consulting Solutions,3.6,Pune,Pune,Data Scientist,3-8 Yrs,Not Disclosed,False,"Computer vision, Marketing analytics, data science, Risk analytics, Analytical, Demand forecasting, Consulting, Natural language processing",He / she should be able to mentor junior or associate data scientists / interns He / sh...,3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-gforce-consulting-solutions-pune-3-to-8-years-170523501110,naukri.com,2025-06-10,,,,"['Computer Vision', 'Marketing Analytics', 'Data Science', 'Risk Analytics', 'Analytical', 'Demand Forecasting', 'Consulting', 'Natural Language Processing']",Pune,False,2025-05-20
1788,AI Data Scientist,Prgx India,3.4,Pune,Pune,Data Scientist,1-3 Yrs,Not Disclosed,False,"Cloud computing, deep learning, Version control, GCP, Agile development, Machine learning, Natural language processing, data visualization",WORK EXPERIENCE AND EDUCATION REQUIREMENTS: . Master of Science in a relevant field suc...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-ai-data-scientist-prgx-india-pvt-ltd-pune-1-to-3-years-091024500774,naukri.com,2025-06-10,,,,"['Cloud Computing', 'Deep Learning', 'Version Control', 'GCP', 'Agile Development', 'Machine Learning', 'Natural Language Processing', 'Data Visualization']",Pune,False,2025-05-20
1789,Data Scientist (Computer Vision),Scry Analytics,4.1,Pune,Pune,Data Scientist,3-6 Yrs,Not Disclosed,False,"Computer vision, deep learning, Backend, Retail analytics, orchestration, Compliance, Opencv, RTSP","Strong hands-on experience with deep learning-based computer vision, including object d...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-computer-vision-scry-analytics-pune-3-to-6-years-120326502645,naukri.com,2025-06-10,,,,"['Computer Vision', 'Deep Learning', 'Backend', 'Retail Analytics', 'Orchestration', 'Compliance', 'Opencv', 'RTSP']",Pune,False,2025-05-20
1790,Data Scientist,Logic Planet,2.8,Pune,Pune,Data Scientist,3-6 Yrs,Not Disclosed,False,"Computer science, Computer vision, data science, Neural networks, Machine learning, Algorithm development, Programming, Mathematics","Bachelor s or master s in computer science, Statistics, Mathematics, Data Science, Engi...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-logicplanet-it-services-pune-3-to-6-years-200226502226,naukri.com,2025-06-10,,,,"['Computer Science', 'Computer Vision', 'Data Science', 'Neural Networks', 'Machine Learning', 'Algorithm Development', 'Programming', 'Mathematics']",Pune,False,2025-05-20
1791,Data Scientist,Ecolibrium Energy,3.9,Pune,Pune,Data Scientist,4-5 Yrs,Not Disclosed,False,"Unix, IT services, Performance tuning, Linux, Neural networks, Machine learning, Forecasting, Preventive maintenance",. 3+ year of work experience with Statistical Analyses and Machine learning techniques ...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ecolibrium-energy-private-limited-pune-4-to-5-years-180321500188,naukri.com,2025-06-10,,,,"['Unix', 'It Services', 'Performance Tuning', 'Linux', 'Neural Networks', 'Machine Learning', 'Forecasting', 'Preventive Maintenance']",Pune,False,2025-05-20
1792,Data Scientist,Global Talent Track,3.6,"Pune, Chennai",Pune,Data Scientist,3-5 Yrs,Not Disclosed,False,"Data Science, Machine Learning, Python, Data, Science, Machine",We are looking for a skilled and driven Data Scientist with 3-5 years of hands-on indus...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-o2-breathing-brains-pune-chennai-3-to-5-years-040526011995,naukri.com,2025-06-10,,,,"['Data Science', 'Machine Learning', 'Python', 'Data', 'Science', 'Machine']",Pune,True,2025-05-20
1793,Data Scientist,GLOINNT,4.0,Pune,Pune,Data Scientist,6-11 Yrs,Not Disclosed,False,"Cloud computing, deep learning, Data analysis, GCP, power bi, data visualization, big data, Automotive",". Hands-on experience in Machine Learning (predictive maintenance, driver behaviour) an...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-gloinnt-pune-6-to-11-years-220825501329,naukri.com,2025-06-10,,,,"['Cloud Computing', 'Deep Learning', 'Data Analysis', 'GCP', 'Power Bi', 'Data Visualization', 'Big Data', 'Automotive']",Pune,False,2025-05-20
1794,Data Scientist,Dispatch Network,4.8,Pune,Pune,Data Scientist,3-6 Yrs,Not Disclosed,False,"Backend, Simulation, data science, GCP, Machine learning, Data mining, Forecasting, SQL","The candidate should have extensive experience in machine learning, data mining, and st...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-dispatch-network-pune-3-to-6-years-150125500390,naukri.com,2025-06-10,,,,"['Backend', 'Simulation', 'Data Science', 'GCP', 'Machine Learning', 'Data Mining', 'Forecasting', 'SQL']",Pune,False,2025-05-20
1795,"Data Scientist AI, LLMs & Data Pipelines",SRKay Consulting,2.9,Pune,Pune,Data Scientist,5-10 Yrs,Not Disclosed,False,"Automation, Linux, Coding, Postgresql, Journalism, Workflow, Analytics, Monitoring","5+ years of hands-on experience as a data scientist or ML engineer, with demonstrated o...",3+ weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-ai-llms-data-pipelines-srkay-consulting-group-private-limited-pune-5-to-10-years-050326500395,naukri.com,2025-06-10,,,,"['Automation', 'Linux', 'Coding', 'PostgreSQL', 'Journalism', 'Workflow', 'Analytics', 'Monitoring']",Pune,False,2025-05-20
1796,Data Scientist For Brake System,BMW Techworks India,3.0,Pune,Pune,Data Scientist,4-6 Yrs,Not Disclosed,False,"algorithms, python, data analysis tools, data analysis, machine learning, programming languages, sql, deep learning",We are looking for a highly skilled Data Scientist with 2 to 7 years of experience to j...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-for-brake-system-bmw-techworks-india-private-limited-pune-4-to-6-years-120326504465,naukri.com,2025-06-10,,,,"['Algorithms', 'Python', 'Data Analysis Tools', 'Data Analysis', 'Machine Learning', 'Programming Languages', 'SQL', 'Deep Learning']",Pune,False,2025-05-20
1797,Data Scientist,Acme Services,3.6,"Pune, Mumbai, Nagpur, Thane, Nashik, Aurangabad",Pune,Data Scientist,3-8 Yrs,Not Disclosed,False,"data science, Machine learning, query, Programming, MATLAB, Statistics, SQL, Python","Experience with common data science toolkits, such as R, Python, Weka, NumPy, Experienc...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-acme-services-mumbai-nagpur-thane-nashik-pune-aurangabad-3-to-8-years-210223502968,naukri.com,2025-06-10,,,,"['Data Science', 'Machine Learning', 'Query', 'Programming', 'Matlab', 'Statistics', 'SQL', 'Python']",Pune,True,2025-05-20
1798,Data Scientist,Hire IT People Inc,3.6,Pune,Pune,Data Scientist,2-7 Yrs,Not Disclosed,False,"R, Data Scientist, Computer Science, Big Data Technologies, Machine Learning, Statistical Analysis, Python, Apache Spark","Bachelor s or Masters degree in a quantitative field (statistics, machine learning, com...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-hire-it-people-inc-pune-2-to-7-years-210721500482,naukri.com,2025-06-10,,,,"['R', 'Data Scientist', 'Computer Science', 'Big Data Technologies', 'Machine Learning', 'Statistical Analysis', 'Python', 'Apache Spark']",Pune,False,2025-05-20
1799,Lead Data Scientist,UST,3.7,Pune(Balewadi),Pune,Data Scientist,6-10 Yrs,Not Disclosed,False,"Data Science, Generative Ai, Machine Learning, Python, SQL, Data, Artificial Intelligence, Machine","Proficient in using tools such as Python and R for data manipulation, querying, and ana...",3 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-lead-data-scientist-ust-pune-6-to-10-years-130526034127,naukri.com,2025-06-10,,,,"['Data Science', 'Generative Ai', 'Machine Learning', 'Python', 'SQL', 'Data', 'Artificial Intelligence', 'Machine']",Pune,False,2025-05-20
1800,Retail - Consultant - Retail Specialized Data Scientist,Accenture,3.7,"Pune, Hyderabad, Bengaluru",Pune,Data Scientist,2-6 Yrs,Not Disclosed,False,"python, data manipulation, machine learning, artificial intelligence, statistics, algorithms, power bi, unsupervised learning","Strong proficiency in Python for data manipulation, statistical analysis, and machine l...",1 day ago,On-site,Large (1000+),https://www.naukri.com/job-listings-retail-consultant-retail-specialized-data-scientist-accenture-solutions-pvt-ltd-hyderabad-pune-bengaluru-2-to-6-years-080626915528,naukri.com,2025-06-10,,,,"['Python', 'Data Manipulation', 'Machine Learning', 'Artificial Intelligence', 'Statistics', 'Algorithms', 'Power Bi', 'Unsupervised Learning']",Pune,True,2025-06-09
1801,Data Scientist - AI/ML,Peoplefy Infosolutionss,3.6,Hybrid - Pune,Pune,Data Scientist,7-12 Yrs,Not Disclosed,False,"Data Science, Generative Ai, genai, Ai Solutions, Artificial Intelligence, model training, Natural Language Processing, Machine Learning",Shift - 2:00 PM to 11:00 PM. Strong Python programming and ML modeling experienceRequir...,3+ weeks ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ai-ml-peoplefy-infosolutions-pune-7-to-12-years-120526021208,naukri.com,2025-06-10,,,,"['Data Science', 'Generative Ai', 'Genai', 'Ai Solutions', 'Artificial Intelligence', 'Model Training', 'Natural Language Processing', 'Machine Learning']",Pune,False,2025-05-20
1802,Tech Lead - Data Scientist,KSB,3.7,Pune,Pune,Data Scientist,5-8 Yrs,Not Disclosed,False,"Computer science, Automation, data science, Data modeling, Coding, Analytical, Data processing, Continuous improvement","Bachelor s or Master s degree in Mathematics, Data Science, Statistics, Computer Scienc...",6 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-tech-lead-data-scientist-ksb-pumps-limited-pune-5-to-8-years-030626502602,naukri.com,2025-06-10,,,,"['Computer Science', 'Automation', 'Data Science', 'Data Modeling', 'Coding', 'Analytical', 'Data Processing', 'Continuous Improvement']",Pune,False,2025-06-04
1803,Sr Data Scientist,Birlasoft,3.4,Pune,Pune,Data Scientist,3-8 Yrs,Not Disclosed,False,"neo4j, RDBMS, devops, Programming, Manager Technology, MCP, Open source, SQL",Area(s) of responsibility Technology Stack Programming : Python (PEP...,4 days ago,On-site,Large (1000+),https://www.naukri.com/job-listings-sr-data-scientist-birlasoft-india-limited-pune-3-to-8-years-050626500808,naukri.com,2025-06-10,,,,"['Neo4J', 'Rdbms', 'DevOps', 'Programming', 'Manager Technology', 'MCP', 'Open Source', 'SQL']",Pune,False,2025-06-06
1804,Data Scientist,IT MNC,3.6,"Pune, Kolkata, Mumbai (All Areas)",Pune,Data Scientist,10-15 Yrs,Not Disclosed,False,"Generative Ai, Artificial Intelligence, Machine Learning, Predictive Modeling, Data Science, Natural Language Processing, Statistical Modeling, Python","Expert knowledge of data science algorithms, methodologies, and end-to-end lifecycle (...",3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-erm-placement-services-kolkata-pune-mumbai-all-areas-10-to-15-years-290426012347,naukri.com,2025-06-10,,,,"['Generative Ai', 'Artificial Intelligence', 'Machine Learning', 'Predictive Modeling', 'Data Science', 'Natural Language Processing', 'Statistical Modeling', 'Python']",Pune,True,2025-05-20
1805,Senior Software Engineer: Data Scientist,Veritas Software Technologies India Private Limited,3.9,Pune,Pune,Data Scientist,8-12 Yrs,Not Disclosed,False,"Computer science, deep learning, HP data protector, data security, Machine learning, Data processing, data privacy, Forecasting",. MS / BS in Computer Science / Computer Engineering or related field of . study with 8...,3+ weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-senior-software-engineer-data-scientist-veritas-software-technologies-india-private-limited-pune-8-to-12-years-240426503743,naukri.com,2025-06-10,,,,"['Computer Science', 'Deep Learning', 'Hp Data Protector', 'Data Security', 'Machine Learning', 'Data Processing', 'Data Privacy', 'Forecasting']",Pune,False,2025-05-20
1806,Senior Data Scientist,Wipro,3.6,"Hybrid - Pune, Hyderabad, Bengaluru",Pune,Data Scientist,6-11 Yrs,12-22 Lacs PA,True,"Pytorch, Data Science, Tensorflow, Pandas, AWS, Scikit-Learn, Python, Data","Required Skills: . Python (pandas, NumPy, scikit-learn, statsmodels) and SQL Preferred ...",1 week ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-senior-data-scientist-wipro-hyderabad-pune-bengaluru-6-to-11-years-280526032021,naukri.com,2025-06-10,12.0,22.0,17.0,"['Pytorch', 'Data Science', 'Tensorflow', 'Pandas', 'AWS', 'Scikit-Learn', 'Python', 'Data']",Pune,True,2025-06-03
1807,Lead Data Scientist,Yash Technologies,3.7,Pune,Pune,Data Scientist,8-12 Yrs,35-45 Lacs PA,True,"Generative Ai, Computer Vision, Machine Learning, Deep Learning, Natural Language Processing, Aiml, Neural Networks, Ml","Experience: 8 12 YearsExperience with cloud services and scalable ML infra (EKS, Lambda)",1 day ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-lead-data-scientist-yash-technologies-pune-8-to-12-years-090626026897,naukri.com,2025-06-10,35.0,45.0,40.0,"['Generative Ai', 'Computer Vision', 'Machine Learning', 'Deep Learning', 'Natural Language Processing', 'Aiml', 'Neural Networks', 'ML']",Pune,False,2025-06-09
1808,Lead Data Scientist - Classical ML / Gen AI,Tredence,3.3,Hybrid - Pune(Viman Nagar +1),Pune,Data Scientist,8-12 Yrs,Not Disclosed,False,"Generative Ai, Machine Learning, Data Science, Python, Artificial Intelligence, Natural Language Processing, Regression, Statistics",We are looking for an experienced Lead Data Scientist or Lead GenAI Developer to join ...,1 week ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-lead-data-scientist-classical-ml-gen-ai-tredence-pune-8-to-12-years-290526007115,naukri.com,2025-06-10,,,,"['Generative Ai', 'Machine Learning', 'Data Science', 'Python', 'Artificial Intelligence', 'Natural Language Processing', 'Regression', 'Statistics']",Pune,False,2025-06-03
1809,Data Scientist,Talentico Consultancy Services,3.6,"Pune, Hyderabad, Bengaluru",Pune,Data Scientist,4-8 Yrs,Not Disclosed,False,"Ui/Ux, React.Js, Python, SQL, UX, Data, UI, UX","2+Yrs in React, Python & SQL, 1+Yrs in UI/UX Interface",2 weeks ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-talentico-consultancy-services-hyderabad-pune-bengaluru-4-to-8-years-220526029885,naukri.com,2025-06-10,,,,"['Ui/Ux', 'React.js', 'Python', 'SQL', 'UX', 'Data', 'UI']",Pune,True,2025-05-27
